block,trial_number,auditory_stimulus,left_image,right_image,center_image,target_label,target_side,correct_response,playing_side,background,trial_type
10,,find_dax,nov7_square,nov8_square,black,dax_red,left,0,,black-background,Match_test
10,,find_gasser,nov10_square,nov9_square,black,gasser_red,right,2,,black-background,Match_test
10,,find_posk,nov8_square,nov7_square,black,posk_blue,left,0,,black-background,Match_test
10,,where_roke,nov10_square,nov7_square,black,roke_blue,right,2,,black-background,Nonmatch_test
10,,find_truck,ball_square,truck_square,black,truck,right,2,,black-background,FAM_LWL
10,,find_vab,nov10_square,nov9_square,black,vab_blue,left,0,,black-background,Match_test
10,,where_smope,nov7_square,nov8_square,black,smope_red,right,2,,black-background,Nonmatch_test
10,,where_teebu,nov8_square,nov9_square,black,teebu_blue,right,2,,black-background,Nonmatch_test
10,,where_fisp,nov10_square,nov7_square,black,fisp_red,left,0,,black-background,Nonmatch_test
10,,amazingjob,LballoonsBlack,RballoonsBlack,black,AG,center,1,,black-background,filler
11,,clickperson,girl1,girl2,black,none,center,1,,black-background,intro
11,,whoknowsmore,girl1,girl2,nov11_circle,redspeaker,left,0,,black-background,Match_test
11,,whoknowsmore,girl1,girl2,nov12_circle,bluespeaker,right,2,,black-background,Match_test
11,,whoknows_bluetoys,girl1,girl2,black,bluespeaker,left,2,,black-background,Match_test
11,,whoknows_redtoys,girl1,girl2,black,redspeaker,right,0,,black-background,Match_test
11,,alldone,LbeachBlack,RbeachBlack,black,AG,center,1,,black-background,filler
